josefinatravel,hoteles,resultados,5208,0,los-angeles-estados-unidos,21-02-2021,23-02-2021
benzaquenviajesyturismo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-03-2021,29-03-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,27-03-2021,03-04-2021
juanpabloloconte,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,06-02-2021,13-02-2021
lifetrip,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,04-05-2021,18-05-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,31-05-2021,03-06-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,31-05-2021,03-06-2021
dipviajes,hoteles,resultados,1441,0,buzios-brasil,21-07-2021,28-07-2021
adsmundo,hoteles,resultados,5796,0,miami-fl-estados-unidos,06-02-2021,15-02-2021
argentur,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,12-02-2021,19-02-2021
camilalopez,vuelos,resultados,BUE,FTE,31-01-2021,05-02-2021,adultos
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,20-02-2021,26-02-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,27-03-2021,03-04-2021
newbiztravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,07-02-2021,09-02-2021
travelwise,hoteles,resultados,5796,0,miami-fl-estados-unidos,25-01-2021,03-02-2021
calipsoviajes,hoteles,resultados,12551,0,bacalar-mexico,10-02-2021,11-02-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,17-06-2021,24-06-2021
delfos,hoteles,resultados,5796,0,miami-fl-estados-unidos,30-01-2021,17-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,08-02-2021,16-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,19-06-2021,26-06-2021
delfos,productos,detalle,941,mar-del-plata-clasico,tipo,productos,7
nelquihueviajes,hoteles,resultados,777,0,barcelona-espaa,18-09-2021,22-09-2021
onetrip,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,16-11-2021,18-11-2021
onetriplasrosas,hoteles,resultados,7753,0,rio-de-janeiro-brasil,04-09-2021,11-09-2021
poluxtravel,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,01-04-2021,05-04-2021
restecoperadormayorista,hoteles,resultados,7493,0,punta-cana-republica-dominicana,05-06-2021,12-06-2021
turismoraysspa,hoteles,resultados,7476,0,puerto-vallarta-mexico,18-06-2021,25-06-2021
adsmundo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,28-03-2021,04-04-2021
adsmundo,hoteles,resultados,7493,0,punta-cana-republica-dominicana,11-05-2021,21-05-2021
benzaquenviajesyturismo,hoteles,resultados,5796,0,miami-fl-estados-unidos,15-02-2021,19-02-2021
carlettomathusviajesyturismo,hoteles,resultados,7493,0,punta-cana-republica-dominicana,16-04-2021,23-04-2021
delfos,hoteles,resultados,2049,0,cordoba-argentina,26-03-2021,29-03-2021
delfos,hoteles,resultados,777,0,barcelona-espaa,12-04-2021,13-04-2021
delfos,hoteles,resultados,9486,0,tulum-mexico,22-07-2021,27-07-2021
delfos,hoteles,resultados,9486,0,tulum-mexico,22-07-2021,29-07-2021
delfos,productos,detalle,32807,bariloche-clasico,tipo,productos,6
delfos,productos,detalle,32970,bariloche-san-martin-de-los-andes,tipo,productos,6
delfos,productos,detalle,32974,calafate-ushuaia,tipo,productos,6
guelcom,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,16-08-2021,24-08-2021
guelcom,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,21-02-2021,01-03-2021
himalayaviajessalta,hoteles,resultados,9486,0,tulum-mexico,21-04-2021,29-04-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,13-03-2021,17-03-2021
mondeviajes,hoteles,resultados,6792,0,orlando-estados-unidos,11-07-2021,15-07-2021
newbiztravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,01-12-2021,13-12-2021
palusviajes,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-04-2021,22-04-2021
patagoniasouthboundsa,hoteles,resultados,1078,0,holbox-mexico,01-02-2021,04-02-2021
planettravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,06-02-2021,14-02-2021
quinterosviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,10-02-2021,17-02-2021
siddarthaviajes,hoteles,resultados,2856,0,florianopolis-brasil,10-02-2021,19-02-2021
travelwise,hoteles,resultados,9486,0,tulum-mexico,26-02-2021,02-03-2021
turismoraysspa,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,19-06-2021,26-06-2021
adsmundo,hoteles,resultados,3185,0,glasgow-reino-unido,05-11-2021,10-11-2021
benzaquenviajesyturismo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-03-2021,29-03-2021
carlettomathusviajesyturismo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,09-02-2021,19-02-2021
ceiboviajes,vuelos,resultados,BUE,PUJ,28-02-2021,04-03-2021,adultos
delfos,hoteles,resultados,1369,0,buenos-aires-ar-argentina,22-05-2021,24-05-2021
delfos,hoteles,resultados,1369,0,buenos-aires-ar-argentina,27-01-2021,28-01-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,15-08-2021,25-08-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-04-2021,22-04-2021
delfos,hoteles,resultados,3272,0,grand-bahama-bahamas,10-04-2021,01-05-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,09-02-2021,19-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,13-02-2021,19-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,22-02-2021,28-02-2021
delfos,hoteles,resultados,7753,0,rio-de-janeiro-brasil,10-03-2021,17-03-2021
delfos,hoteles,resultados,9698,0,varadero-cuba,07-06-2021,12-06-2021
delfos,productos,detalle,32810,mendoza-clasico,tipo,productos,5
delfos,productos,detalle,43538,bariloche-ruta-de-la-cerveza,tipo,productos,5
dipviajes,vuelos,resultados,BUE,VVI,07-02-2021,,adultos
guelcom,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,14-08-2021,22-08-2021
guelcom,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,17-08-2021,25-08-2021
himalayarioiv,productos,detalle,32807,bariloche-clasico,5,3,00:00:14
juanpabloloconte,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,18-02-2021,25-02-2021
marielalonneturismo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,06-06-2021,14-06-2021
maximoaugustocenci,productos,detalle,32804,iguazu-clasico,5,1,00:01:44
maximoaugustocenci,productos,detalle,32970,bariloche-san-martin-de-los-andes,token,00000000-0000-0000-0000-000000000000,5
maximoaugustocenci,productos,detalle,32971,el-calafate-el-chalten,token,00000000-0000-0000-0000-000000000000,5
mooreatravel,hoteles,resultados,10355,0,maragogi-brasil,15-11-2021,22-11-2021
newbiztravel,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,11-07-2021,17-07-2021
patagoniasouthboundsa,hoteles,resultados,7493,0,punta-cana-republica-dominicana,15-08-2021,23-08-2021
siddarthaviajes,hoteles,resultados,7753,0,rio-de-janeiro-brasil,01-03-2021,08-03-2021
travellab,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,05-05-2021,15-05-2021
turismoraysspa,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,29-05-2022,05-06-2022
tuyuviajes,hoteles,resultados,5796,0,miami-fl-estados-unidos,09-03-2021,15-03-2021
viajelisto,hoteles,resultados,7493,0,punta-cana-republica-dominicana,06-05-2021,16-05-2021
adsmundo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,03-02-2021,12-02-2021
adsmundo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,11-02-2021,19-02-2021
algarroboviajesyturismo,hoteles,resultados,2856,0,florianopolis-brasil,10-03-2021,21-03-2021
almarviajes,hoteles,resultados,9486,0,tulum-mexico,09-05-2021,16-05-2021
amazeviajes,hoteles,resultados,6792,0,orlando-estados-unidos,20-07-2022,26-07-2022
austerdmc,productos,detalle,305,buzios,tipo,productos,4
avallone,vuelos,resultados,MDZ,CUN,11-07-2021,19-07-2021,adultos
babelcarlospaz,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-02-2021,24-02-2021
benzaquenviajesyturismo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,17-03-2021,29-03-2021
benzaquenviajesyturismo,vuelos,resultados,BUE,CUN,17-03-2021,29-03-2021,adultos
ceibo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,26-02-2021,05-03-2021
ceiboviajes,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,21-02-2021,28-02-2021
ceiboviajes,hoteles,resultados,7355,0,porto-seguro-brasil,19-03-2021,26-03-2021
ceiboviajes,vuelos,resultados,BUE,PUJ,22-02-2021,28-02-2021,adultos
delagranitaliaviajes,productos,detalle,32787,salta-clasico,tipo,productos,4
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,13-11-2021,17-11-2021
delfos,hoteles,resultados,10378,0,cayo-santa-maria-cuba,08-02-2021,12-02-2021
delfos,hoteles,resultados,1369,0,buenos-aires-ar-argentina,09-02-2021,19-02-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,02-07-2021,13-07-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,07-02-2021,14-02-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,18-02-2021,25-02-2021
delfos,hoteles,resultados,3930,0,isla-mujeres-mexico,20-02-2021,22-02-2021
delfos,hoteles,resultados,5752,0,mendoza-argentina,02-02-2021,06-02-2021
delfos,hoteles,resultados,5796,0,miami-fl-estados-unidos,06-02-2021,16-02-2021
delfos,hoteles,resultados,6336,0,negril-jamaica,20-03-2021,27-03-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,03-01-2022,07-01-2022
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,13-03-2021,20-03-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,28-03-2021,04-04-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,30-08-2021,06-09-2021
delfos,hoteles,resultados,7493,0,punta-cana-republica-dominicana,05-02-2021,12-02-2021
delfos,hoteles,resultados,7493,0,punta-cana-republica-dominicana,22-02-2021,28-02-2021
delfos,hoteles,resultados,9622,0,ushuaia-argentina,05-03-2021,08-03-2021
delfos,productos,detalle,32983,salta-s-antonio-purmamarca-premium,tipo,productos,4
delfos,productos,detalle,32989,mendoza-viedos,tipo,productos,4
dipviajes,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,16-02-2021,19-02-2021
dipviajes,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,14-02-2021,19-02-2021
dipviajes,vuelos,resultados,BUE,RIO,14-04-2021,21-04-2021,adultos
ferlaramosviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,06-07-2021,13-07-2021
geomundos,hoteles,resultados,6945,0,panama-city-panama,24-04-2021,26-04-2021
geomundos,vuelos,resultados,BUE,PTY,01-04-2021,20-04-2021,adultos
geomundos,vuelos,resultados,BUE,PTY,06-04-2021,26-04-2021,adultos
himalayarioiv,productos,detalle,32787,salta-clasico,tipo,productos,4
hubelamviajes,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,16-02-2021,24-02-2021
laspalmeras,productos,detalle,32804,iguazu-clasico,tipo,productos,4
lifetrip,hoteles,resultados,10346,0,bayahibe-republica-dominicana,09-03-2021,17-03-2021
lifetrip,hoteles,resultados,10346,0,bayahibe-republica-dominicana,12-06-2021,19-06-2021
lifetrip,hoteles,resultados,10346,0,bayahibe-republica-dominicana,23-03-2021,27-03-2021
lifetrip,hoteles,resultados,10346,0,bayahibe-republica-dominicana,23-03-2021,31-03-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,08-03-2021,17-03-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,09-03-2021,17-03-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,12-06-2021,19-06-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,16-02-2021,24-02-2021
lifetrip,hoteles,resultados,7493,0,punta-cana-republica-dominicana,27-03-2021,31-03-2021
lifetrip,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,08-02-2021,11-02-2021
lifetrip,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,08-02-2021,12-02-2021
lifetrip,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,08-02-2021,13-02-2021
lifetrip,hoteles,resultados,8146,0,san-martin-de-los-andes-argentina,14-02-2021,17-02-2021
marielalonneturismo,hoteles,resultados,8070,0,salvador-brasil,12-09-2021,16-09-2021
maximoaugustocenci,productos,detalle,32964,cordoba-estancias,4,1,00:00:50
maximoaugustocenci,productos,detalle,43558,patagonia-magica-desde-comodoro-rivadavia,token,00000000-0000-0000-0000-000000000000,4
mioturismo,productos,detalle,796,calafate-clasico,tipo,productos,4
mutual9dejulio,productos,detalle,32810,mendoza-clasico,tipo,productos,4
nelquihueviajes,hoteles,resultados,777,0,barcelona-espaa,18-09-2021,22-09-2021
newbiztravel,hoteles,resultados,2106,0,cozumel-mexico,17-07-2021,24-07-2021
newbiztravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,05-02-2021,09-02-2021
onetrip,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,08-06-2021,15-06-2021
onetrip,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,23-11-2021,27-11-2021
onetrip,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,23-11-2021,27-11-2021
onetripdelosrios,hoteles,resultados,6945,0,panama-city-panama,06-02-2021,11-02-2021
onetriplasrosas,hoteles,resultados,10378,0,cayo-santa-maria-cuba,15-09-2021,19-09-2021
orembaeviajesyturismo,productos,detalle,32989,mendoza-viedos,tipo,productos,4
oxalatravelgroup,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,04-04-2021,11-04-2021
patagoniasouthboundsa,hoteles,resultados,7493,0,punta-cana-republica-dominicana,15-08-2021,23-08-2021
patagoniasouthboundsa,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,27-03-2021,31-03-2021
planettravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,06-02-2021,14-02-2021
poluxtravel,cotizador-offline,home,resultados,BRC,01-04-2021,05-04-2021,4
pymviajes,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,31-05-2021,03-06-2021
restecoperadormayorista,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,05-06-2021,12-06-2021
rispoli,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,17-03-2021,24-03-2021
sevenstravel,hoteles,resultados,7493,0,punta-cana-republica-dominicana,04-02-2021,10-02-2021
sofiaevelynhernandoturismointernacional,hoteles,resultados,9486,0,tulum-mexico,22-07-2021,29-07-2021
surbrasiltoursparaisosonline,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,08-10-2021,15-10-2021
tramuntana,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,29-06-2021,03-07-2021
travellab,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,13-02-2021,18-02-2021
travellab,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,13-02-2021,21-02-2021
turismoraysspa,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,13-02-2021,19-02-2021
turismoraysspa,hoteles,resultados,7493,0,punta-cana-republica-dominicana,28-01-2021,02-02-2021
tuyuviajes,hoteles,resultados,5796,0,miami-fl-estados-unidos,11-05-2021,17-05-2021
viajelisto,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,14-03-2021,21-03-2021
viajelisto,hoteles,resultados,7493,0,punta-cana-republica-dominicana,02-02-2021,10-02-2021
agapeturismo,hoteles,resultados,12566,0,las-grutas-argentina,21-03-2021,28-03-2021
agapeturismo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,08-06-2021,16-06-2021
agapeturismo,hoteles,resultados,7493,0,punta-cana-republica-dominicana,22-12-2021,25-12-2021
aterrizandosuenos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,10-03-2021,17-03-2021
aterrizandosuenos,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,25-03-2021,29-03-2021
benzaquenviajesyturismo,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,04-02-2021,16-02-2021
bonvivantviajes,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,15-11-2021,20-11-2021
calipsoviajes,hoteles,resultados,3930,0,isla-mujeres-mexico,30-01-2021,01-02-2021
carlettomathusviajesyturismo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,04-09-2021,18-09-2021
ceibo,hoteles,resultados,4784,0,la-romana-republica-dominicana,10-04-2021,15-04-2021
ceibo,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,05-03-2021,13-03-2021
ceiboviajes,hoteles,resultados,10346,0,bayahibe-republica-dominicana,01-09-2021,06-09-2021
ceiboviajes,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,29-01-2021,31-01-2021
ceiboviajes,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,08-09-2021,15-09-2021
ceiboviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,08-09-2021,15-09-2021
ceiboviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,13-04-2021,19-04-2021
ceiboviajes,vuelos,resultados,BUE,CUN,10-02-2021,17-02-2021,adultos
ceiboviajes,vuelos,resultados,BUE,CUN,10-03-2021,17-03-2021,adultos
ceiboviajes,vuelos,resultados,BUE,CUN,28-02-2021,04-03-2021,adultos
ceiboviajes,vuelos,resultados,BUE,HAV,14-04-2021,21-04-2021,adultos
ceiboviajes,vuelos,resultados,BUE,SNU,09-06-2021,16-06-2021,adultos
ceiboviajes,vuelos,resultados,BUE,SNU,12-05-2021,19-05-2021,adultos
comdetur,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,10-07-2021,17-07-2021
comdetur,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,20-07-2021,27-07-2021
cosmopolitan,hoteles,resultados,5796,0,miami-fl-estados-unidos,05-07-2021,12-07-2021
curunduviajes,hoteles,resultados,5796,0,miami-fl-estados-unidos,07-07-2021,21-07-2021
delfos,cotizador-offline,home,resultados,PUJ,01-02-2021,28-02-2021,3
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,02-06-2021,09-06-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,03-06-2021,10-06-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,05-06-2021,12-06-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,08-06-2021,15-06-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,10-06-2021,17-06-2021
delfos,hoteles,resultados,10346,0,bayahibe-republica-dominicana,20-08-2021,30-08-2021
delfos,hoteles,resultados,10350,0,porto-de-galinhas-brasil,11-12-2021,19-12-2021
delfos,hoteles,resultados,10378,0,cayo-santa-maria-cuba,03-02-2021,10-02-2021
delfos,hoteles,resultados,10384,0,villa-la-angostura-argentina,17-02-2021,20-02-2021
delfos,hoteles,resultados,12569,0,renfrew-glasgow-reino-unido,01-11-2021,05-11-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,01-07-2021,10-07-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,01-07-2021,12-07-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,06-05-2021,11-05-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,11-08-2021,21-08-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,11-08-2021,21-08-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,15-08-2021,25-08-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,20-03-2021,27-03-2021
delfos,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,22-02-2021,28-02-2021
delfos,hoteles,resultados,1612,0,cartagena-colombia,05-03-2021,08-03-2021
delfos,hoteles,resultados,2466,0,dubai-emiratos-arabes-unidos,04-11-2021,07-11-2021
delfos,hoteles,resultados,3534,0,la-habana-cuba,04-11-2021,07-11-2021
delfos,hoteles,resultados,5347,0,madrid-espaa,02-02-2021,04-02-2021
delfos,hoteles,resultados,5347,0,madrid-espaa,02-02-2021,04-02-2021
delfos,hoteles,resultados,5796,0,miami-fl-estados-unidos,02-02-2021,09-02-2021
delfos,hoteles,resultados,5981,0,montevideo-uruguay,20-09-2021,27-09-2021
delfos,hoteles,resultados,6792,0,orlando-estados-unidos,02-02-2021,09-02-2021
delfos,hoteles,resultados,6792,0,orlando-estados-unidos,04-02-2021,07-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,18-02-2021,25-02-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,22-03-2021,30-03-2021
delfos,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,31-05-2021,03-06-2021
delfos,hoteles,resultados,7493,0,punta-cana-republica-dominicana,02-03-2021,14-03-2021
delfos,hoteles,resultados,7493,0,punta-cana-republica-dominicana,15-06-2021,22-06-2021
delfos,hoteles,resultados,7493,0,punta-cana-republica-dominicana,29-01-2021,05-02-2021
delfos,hoteles,resultados,7753,0,rio-de-janeiro-brasil,01-02-2021,11-02-2021
delfos,hoteles,resultados,7753,0,rio-de-janeiro-brasil,10-03-2021,17-03-2021
delfos,hoteles,resultados,7753,0,rio-de-janeiro-brasil,29-03-2021,04-04-2021
delfos,hoteles,resultados,8088,0,san-andres-island-colombia,15-03-2021,25-03-2021
delfos,hoteles,resultados,8088,0,san-andres-island-colombia,20-09-2021,27-09-2021
delfos,hoteles,resultados,8139,0,san-luis-ar-argentina,05-02-2021,14-02-2021
delfos,productos,detalle,32804,iguazu-clasico,tipo,productos,3
delfos,productos,detalle,32983,salta-s-antonio-purmamarca-premium,3,2,00:15:02
delfos,productos,detalle,43600,las-grutas,tipo,productos,3
delfos,productos,detalle,796,calafate-clasico,tipo,productos,3
delfos,productos,detalle,924,cordoba-clasico,tipo,productos,3
delfos,vuelos,resultados,BHI,RIO,12-03-2021,21-03-2021,adultos
delfos,vuelos,resultados,BHI,RIO,13-03-2021,21-03-2021,adultos
delfos,vuelos,resultados,EZE,PUJ,01-04-2021,12-04-2021,adultos
dipviajes,hoteles,resultados,10346,0,bayahibe-republica-dominicana,02-03-2021,09-03-2021
dipviajes,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,10-02-2021,16-02-2021
dipviajes,vuelos,resultados,BUE,CPC,06-03-2021,11-03-2021,adultos
dipviajes,vuelos,resultados,BUE,VVI,09-02-2021,,adultos
dipviajes,vuelos,resultados,BUE,VVI,10-02-2021,,adultos
docviajes,hoteles,resultados,2466,0,dubai-emiratos-arabes-unidos,22-09-2021,28-09-2021
dubaiviajesgralpaz,vuelos,resultados,EZE,GIG,18-02-2021,,adultos
ferlaramosviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,04-05-2021,11-05-2021
ferlaramosviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,10-11-2021,17-11-2021
ferlaramosviajes,hoteles,resultados,7493,0,punta-cana-republica-dominicana,13-10-2021,20-10-2021
galfras,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,06-03-2021,13-03-2021
guelcom,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,16-08-2021,24-08-2021
guelcom,vuelos,resultados,BUE,CUN,15-08-2021,23-08-2021,adultos
himalayacentro,hoteles,resultados,8161,0,san-rafael-argentina,05-02-2021,08-02-2021
himalayacordillera,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,18-02-2021,23-02-2021
himalayacordillera,hoteles,resultados,8100,0,san-carlos-de-bariloche-argentina,29-04-2021,03-05-2021
himalayarioiv,hoteles,resultados,6945,0,panama-city-panama,10-02-2021,11-02-2021
himalayarioiv,productos,detalle,32807,bariloche-clasico,tipo,productos,3
himalayarioiv,vuelos,resultados,COR,BRC,06-02-2021,16-02-2021,adultos
himalayaviajescordoba,hoteles,resultados,5796,0,miami-fl-estados-unidos,12-02-2021,19-02-2021
himalayaviajessalta,cotizador-offline,home,resultados,CUN,21-04-2021,29-04-2021,3
josefinatravel,hoteles,resultados,2984,0,fresno-estados-unidos,17-02-2021,18-02-2021
juanpabloloconte,hoteles,resultados,1537,0,cancuncosta-mujeres-mexico,18-02-2021,25-02-2021
juanpabloloconte,hoteles,resultados,7200,0,playa-del-carmenriviera-maya-mexico,18-02-2021,25-02-2021
krapinafranquiciadebabel,productos,detalle,795,ushuaia-clasico,3,1,00:01:30
lifetrip,hoteles,resultados,10346,0,bayahibe-republica-dominicana,08-03-2021,13-03-2021
